Count,Name,Foil,Edition,Condition,Language,MKM Price
3,Izzet Boilerworks,,Modern Masters 2015,NM,English,
1,Izzet Chronarch,,Commander 2017,NM,English,
1,Jace's Ingenuity,,Magic 2015 Core Set,NM,German,
1,Jace's Triumph,,War of the Spark,NM,English,
1,Jack-o'-Lantern,foil,Innistrad Midnight Hunt,NM,English,
1,Jack-o'-Lantern,,Innistrad Midnight Hunt,NM,English,
1,Jade Avenger,,Modern Horizons 2,NM,English,
3,Jaded Sell-Sword,,Adventures in the Forgotten Realms,NM,English,
1,Jalum Tome,,Fifth Edition,NM,English,
1,Jarl of the Forsaken,,Kaldheim,NM,English,
1,Jarl of the Forsaken,foil,Kaldheim,NM,English,
1,Jaya Ballard,,Dominaria,NM,English,
1,"Jaya, Venerated Firemage",,War of the Spark,NM,English,
2,Jaya's Firenado,,Dominaria United,NM,English,
2,Jaya's Greeting,,War of the Spark,NM,English,
1,Jazal Goldmane,,Commander 2014,NM,English,
1,"Jerren, Corrupted Bishop // Ormendahl, the Corrupter",,Innistrad Midnight Hunt,NM,English,
1,Jeskai Charm,,Khans of Tarkir,NM,German,
1,Jeskai Charm,,Khans of Tarkir,NM,English,
1,Jeskai Sage,,Fate Reforged,MP,English,
1,"Jiang Yanggu, Wildcrafter",foil,War of the Spark,NM,English,
2,Jodah's Codex,,Dominaria United,NM,English,
1,Join Forces,,Dominaria United,NM,English,
1,"Jorn, God of Winter // Waldring, the Rimestaff",,Kaldheim,NM,English,
1,Jund Panorama,foil,Shards of Alara,NM,English,
3,Jungle Hollow,,Ikoria: Lair of Behemoths,NM,English,
1,Jungle Hollow ,foil,Ikoria: Lair of Behemoths,NM,English,
1,Juniper Order Rootweaver,,Dominaria United,NM,English,
1,Justice Strike,foil,Guilds of Ravnica,NM,English,
1,Kaito's Pursuit,,Kamigawa: Neon Dynasty,NM,English,
1,Kami of Restless Shadows,,Kamigawa: Neon Dynasty,NM,English,
1,Kami's Flare,,Kamigawa: Neon Dynasty,NM,English,
1,Karametra's Blessing,,Theros: Beyond Death,NM,English,
1,Karfell Harbinger,,Kaldheim,NM,English,
1,Karfell Kennel-Master,,Kaldheim,NM,English,
1,Kargan Intimidator,,Zendikar Rising,NM,English,
1,"Kasima, Enigmatic Mentor",,War of the Spark,NM,English,
2,Kasmina's Transmutation,,War of the Spark,NM,English,
1,"Katilda, Dawnheart Prime",,Innistrad Midnight Hunt,NM,English,
1,"Kaya, Bane of the Dead",,Hour of Devastation,NM,English,
2,Kaya's Ghostform,,War of the Spark,NM,English,
1,Kaya's Onslaught,foil,Kaldheim,NM,English,
2,Kazandu Stomper,,Zendikar Rising,NM,English,
1,"Kazuul, Tyrant of the Cliffs",,Commander 2016,NM,English,
1,Keen Glidemaster,,Core Set 2021,NM,English,
1,Keen Glidemaster,,Core Set 2021,NM,English,
1,Keen-Eared Sentry,,Adventures in the Forgotten Realms,NM,English,
1,Keep Safe,,Ikoria: Lair of Behemoths,NM,English,
1,Keeper of the Keys,,Conspiracy: Take the Crown,NM,English,
1,Keldon Overseer,,Dominaria,NM,English,
1,Keldon Raider,,Core Set 2020,NM,English,
3,Keldon Strike Team,,Dominaria United,NM,English,
1,Kenrith's Transformation,foil,Throne of Eldraine,NM,English,
1,Kessig Naturalist // Lord of the Ulvenwald,,Innistrad Midnight Hunt,NM,English,
1,"Kethis, the Hidden Hand",,Core Set 2020,NM,English,
1,Kheru Spellsnatcher,,Khans of Tarkir,NM,German,
1,Kick in the Door,,Adventures in the Forgotten Realms,NM,English,
2,Kill Shot,,Streets of New Capenna,NM,English,
2,Kindly Ancestor // Ancestor's Embrace,,Innistrad: Crimson Vow,NM,English,
1,King Darien XLVIII,,Dominaria United,NM,English,
2,King Harald's Revenge,,Kaldheim,NM,English,
1,"Kiora, Master of the Depths",,Battle for Zendikar,NM,English,
1,"Kiora, the Crashing Wave",,Born of the Gods,NM,English,
3,Kiora's Dambreaker,,War of the Spark,NM,English,
1,Kitchen Imp (Showcase),,Modern Horizons 2,NM,English,
1,Kitesail,,Conspiracy: Take the Crown,NM,English,
1,Kitesail Corsair,,Rivals of Ixalan,NM,English,
1,Knight of Autumn,,Guilds of Ravnica,NM,English,
3,Knight of Old Benalia,,Modern Horizons,NM,English,
1,Knight of the Keep,,Throne of Eldraine,NM,English,
1,Knighted Myr,,Modern Horizons 2,NM,English,
1,Knights of the Black Rose,,Conspiracy: Take the Crown,NM,English,
1,Koma's Faithful,,Kaldheim,NM,English,
2,Kor Celebrant,,Zendikar Rising,NM,English,
1,Kor Hookmaster,foil,Eternal Masters,SP,English,
1,Korozda Guildmage,,Commander 2015,NM,English,
1,Korozda Guildmage,,Commander 2016,NM,English,
1,Korozda Guildmage,,Return to Ravnica,NM,English,
2,Kozilek's Predator,foil,Modern Masters 2015,NM,English,
1,Kraul Harpooner,foil,Guilds of Ravnica,NM,English,
3,Kraul Stinger,,War of the Spark,NM,English,
1,Kresh the Bloodbraided,,Shards of Alara,NM,English,
3,Kronch Wrangler,,War of the Spark,NM,English,
6,Krosan Tusker,,Modern Horizons,NM,English,
1,Kruphix's Insight,,Journey into Nyx,NM,English,
1,Kumano Faces Kakkazan // Etching of Kumano,,Kamigawa: Neon Dynasty,NM,English,
1,"Kwende, Pride of Femeref",,Dominaria,NM,English,
1,Lagonna-Band Storyteller,,Theros: Beyond Death,NM,English,
4,Lambholt Harrier,,Innistrad Midnight Hunt,NM,English,
4,Lancer Sliver,,Modern Horizons,NM,English,
1,Landscaper Colos,,Modern Horizons 2,NM,English,
1,Larder Zombie,,Innistrad Midnight Hunt,NM,English,
1,Larger than Life,,Kaladesh,NM,English,
2,Lash of Malice,,Strixhaven: School of Mages,NM,English,
2,Lash of Thorns,,Throne of Eldraine,NM,English,
1,Late to Dinner,,Modern Horizons 2,NM,English,
3,Late to Dinner (Showcase),,Modern Horizons 2,NM,English,
2,Lava Serpent,,Ikoria: Lair of Behemoths,NM,English,
1,Lavabrink Venturer,,Ikoria: Lair of Behemoths,NM,English,
2,Lavakin Brawler,,Core Set 2020,NM,English,
3,Law-Rune Enforcer,,War of the Spark,NM,English,
1,Lawmage's Binding,,Ravnica Allegiance,NM,English,
1,Lay of the Land,,Conspiracy: Take the Crown,NM,English,
2,Lazotep Behemoth,,War of the Spark,NM,English,
1,Lazotep Chancellor,,Modern Horizons 2,NM,English,
2,Lazotep Reaver,,War of the Spark,NM,English,
1,Legacy Weapon,,The List,NM,English,
1,Legion Guildmage,foil,Guilds of Ravnica,NM,English,
1,Legion Vanguard,,Modern Horizons 2,NM,English,
2,Legion's Judgment,,Core Set 2021,NM,English,
2,Lens Flare,,Modern Horizons 2,NM,English,
1,Leonin of the Lost Pride,,Theros: Beyond Death,NM,English,
1,Leovold's Operative,,Conspiracy: Take the Crown,NM,English,
1,Leovold's Operative,,Conspiracy: Take the Crown,NM,English,
4,Letter of Acceptance,,Strixhaven: School of Mages,NM,English,
1,Lexivore,,Unglued,NM,English,
1,Leyline Binding,,Dominaria United,NM,English,
2,Leyline Invocation,,Strixhaven: School of Mages,NM,English,
1,Leyline Prowler,,War of the Spark,NM,English,
1,Leyline Prowler,,War of the Spark,NM,English,
3,Library Larcenist,,Core Set 2021,NM,English,
1,Lieutenants of the Guard,,Conspiracy: Take the Crown,NM,English,
1,Lieutenants of the Guard,,Conspiracy: Take the Crown,NM,English,
2,Life Goes On,,Core Set 2021,NM,English,
1,Light 'Em Up,,Streets of New Capenna,NM,English,
1,Lightfoot Rogue,,Adventures in the Forgotten Realms,NM,English,
1,Lightning Axe,foil,Shadows Over Innistrad,NM,English,
1,Lightning Greaves,,Commander 2017,NM,English,
2,Lightning Spear,,Modern Horizons 2,NM,English,
1,Lightning Strike,,Dominaria United,NM,English,
1,Liliana's Specter,,Conspiracy,NM,English,
1,Liliana's Steward,,Core Set 2021,NM,English,
2,Liliana's Steward (Showcase),,Core Set 2021,NM,English,
1,Littjara Glade-Warden,,Kaldheim,NM,English,
2,Littjara Kinseekers,,Kaldheim,NM,English,
1,Littjara Mirrorlake,,Kaldheim,NM,English,
2,Living Tempest,,Zendikar Rising,NM,English,
1,Llanowar Elves,,Magic 2012,SP,English,
2,Llanowar Stalker,,Dominaria United,NM,English,
1,Loathsome Chimera,,Theros: Beyond Death,NM,English,
4,Loathsome Curator,,Modern Horizons 2,NM,English,
3,Locked in the Cemetery,,Innistrad Midnight Hunt,NM,English,
1,Locthwain Paladin,,Throne of Eldraine,NM,English,
1,Logic Knot,,Future Sight,NM,English,
1,Lonesome Unicorn,,Throne of Eldraine,NM,English,
1,"Lonis, Cryptozoologist",,Modern Horizons 2,NM,English,
2,Lorehold Apprentice,,Strixhaven: School of Mages,NM,English,
2,Lorehold Campus,,Strixhaven: School of Mages,NM,English,
1,Lorescale Coatl,,Commander 2015,NM,English,
3,Lose Focus,,Modern Horizons 2,NM,English,
1,Lost Legion,,Throne of Eldraine,NM,English,
1,Love Song of Night and Day,,Dominaria United,NM,English,
1,Loxodon Restorer,foil,Guilds of Ravnica,NM,English,
3,Loxodon Sergeant,,War of the Spark,NM,English,
1,Loxodon Warhammer,,Commander 2016,NM,English,
1,Loyal Gryff,foil,Innistrad Midnight Hunt,NM,English,
1,Loyal Gryff,,Innistrad Midnight Hunt,NM,English,
1,Loyal Pegasus,,Born of the Gods,NM,English,
1,Lucid Dreams,,Modern Horizons 2,NM,English,
1,Lucky Offering,,Kamigawa: Neon Dynasty,NM,English,
1,"Ludevic, Necro-Alchemist",foil,Commander 2016,NM,English,
2,Lullmage's Domination,,Zendikar Rising,NM,English,
1,Lunar Frenzy,,Innistrad Midnight Hunt,NM,English,
1,Lunar Rejection,,Innistrad: Crimson Vow,NM,English,
3,Lunarch Veteran // Luminous Phantom,,Innistrad Midnight Hunt,NM,English,
1,Lurking Deadeye,,Ikoria: Lair of Behemoths,NM,English,
1,Maelstrom Archangel,,Jumpstart,NM,English,
1,Maestros Initiate,,Streets of New Capenna,NM,English,
4,Mage Duel,,Strixhaven: School of Mages,NM,English,
2,Mage Hunter,,Strixhaven: School of Mages,NM,English,
3,Mage Hunters' Onslaught,,Strixhaven: School of Mages,NM,English,
1,Magister of Worth,,Conspiracy,NM,English,
1,Magma Spray,,Journey Into Nyx,NM,English,
1,Magmatic Sinkhole,,Modern Horizons,NM,English,
1,Magnigoth Sentry,,Dominaria United,NM,English,
1,Magus of the Bridge,,Modern Horizons 2,NM,English,
1,Magus of the Mind,,Commander 2017,NM,English,
1,Magus of the Wheel,,Commander 2015,NM,English,
1,Majestic Auricorn,,Ikoria: Lair of Behemoths,NM,English,
1,Majestic Auricorn (Alternate Art),,Ikoria: Lair of Behemoths,NM,English,
1,Majestic Metamorphosis,,Streets of New Capenna,NM,English,
2,Makeshift Battalion,,War of the Spark,NM,English,
2,Makeshift Battalion,,Core Set 2021,NM,English,
1,Malevolent Noble,,Throne of Eldraine,NM,English,
3,Mammoth Growth,,Kaldheim,NM,English,
1,Mammoth Spider,,Core Set 2020,NM,English,
4,Man-o'-War,,Modern Horizons,NM,English,
3,Mana Geode,,War of the Spark,NM,English,
4,Maned Serval,,Ikoria: Lair of Behemoths,NM,English,
1,Maniacal Rage,,Core Set 2020,NM,English,
2,Manticore,,Adventures in the Forgotten Realms,NM,English,
1,Mantle of the Wolf,,Theros: Beyond Death,NM,English,
3,Mantle of Tides,,Throne of Eldraine,NM,English,
1,Map the Wastes,foil,Fate Reforged,NM,English,
2,Marauder's Axe,,Core Set 2020,NM,English,
1,Marble Gargoyle,,Modern Horizons 2,NM,English,
2,Marble Gargoyle (Retro Frame),,Modern Horizons 2,NM,English,
1,Marchesa's Decree,,Conspiracy: Take the Crown,NM,English,
1,Mardu Charm,,Khans of Tarkir,LP,English,
1,Mardu Strike Leader,,Fate Reforged,NM,English,
3,Martyr for the Cause,,War of the Spark,NM,English,
3,Martyr's Soul,,Modern Horizons,NM,English,
2,Mascot Interception,,Strixhaven: School of Mages,NM,English,
1,Masked Blackguard,,Core Set 2021,NM,English,
1,Mass Diminish,,Commander 2019,NM,English,
1,Mass Manipulation,foil,Guilds of Ravnica,NM,English,
1,Massacre Girl,,War of the Spark,NM,English,
1,Massive Might,,Innistrad: Crimson Vow,NM,English,
1,Master of Winds,,Zendikar Rising,NM,English,
1,Master Splicer,,Core Set 2020,NM,English,
1,Master's Rebuke,,Kamigawa: Neon Dynasty,NM,English,
1,Mastery of the Unseen,,Fate Reforged,NM,German,
1,Mayhem Devil,,War of the Spark,NM,English,
1,Medomai's Prophecy,,Theros: Beyond Death,NM,English,
1,Meeting of the Five,,Streets of New Capenna,NM,English,
1,Memnite,,Scars of Mirrodin,SP,Russian,
1,Memory Drain,,Theros: Beyond Death,NM,English,
2,Memory Leak,,Ikoria: Lair of Behemoths,NM,English,
1,Memory Theft,,Throne of Eldraine,NM,English,
3,Menagerie Liberator,,Conspiracy: Take the Crown,NM,English,
1,Mental Journey,,Modern Horizons 2,NM,English,
1,Mentor's Guidance,,Strixhaven: School of Mages,NM,English,
1,Mercurial Chemister,,Commander 2017,NM,English,
1,Merfolk Skydiver,,War of the Spark,NM,English,
1,Merfolk Skyscout,foil,Conspiracy: Take the Crown,NM,English,
1,Mesa Cavalier,,Dominaria United,NM,English,
3,Mesa Lynx,,Zendikar Rising,NM,English,
1,Messenger Jays,foil,Conspiracy: Take the Crown,NM,English,
1,Meteorite,,Core Set 2021,NM,English,
1,Micromancer,,Dominaria United,NM,English,
1,Midnight Assassin,,Streets of New Capenna,NM,English,
2,Might of Murasa,,Zendikar Rising,NM,English,
1,Might of Murasa,foil,Zendikar Rising,NM,English,
3,Might of the Old Ways,,Innistrad Midnight Hunt,NM,English,
1,Migratory Greathorn (Alternate Art),,Ikoria: Lair of Behemoths,NM,English,
1,Migratory Route,,Commander 2016,NM,English,
1,Mimic,,Adventures in the Forgotten Realms,NM,English,
1,Mind Carver,foil,Zendikar Rising,NM,English,
1,Mind Flayer (Showcase),,Adventures in the Forgotten Realms,NM,English,
2,Mind Rake,,Modern Horizons,NM,English,
1,Mindleech Ghoul,,Innistrad: Crimson Vow,NM,English,
1,Mindlink Mech,,Kamigawa: Neon Dynasty,NM,English,
1,Mindwrack Demon,,Shadows Over Innistrad,NM,English,
2,Mine Collapse,,Modern Horizons 2,NM,English,
1,Minimus Containment,,Adventures in the Forgotten Realms,NM,English,
1,Minion of the Mighty,foil,Prerelease Cards,NM,English,
1,Mire Boa,,Time Spiral Remastered,NM,English,
1,Mire's Grasp,,Theros: Beyond Death,NM,English,
1,Mirri the Cursed,,Time Spiral Remastered,NM,English,
1,Mirri the Cursed,,Planar Chaos,NM,English,
1,Mirror Shield,,Theros: Beyond Death,NM,English,
1,Mirrorweave,,Commander 2016,NM,English,
1,Mischievous Chimera,,Theros: Beyond Death,NM,English,
1,Mistcaller,,Core 2019,NM,English,
1,Mistral Singer,,Core Set 2021,NM,English,
2,Mists of Littjara,,Kaldheim,NM,English,
3,Mistwalker,,Kaldheim,NM,English,
1,Mnemonic Sphere,,Kamigawa: Neon Dynasty,NM,English,
1,Moat Piranhas,,Core Set 2020,NM,English,
2,Mob,,Modern Horizons,NM,English,
1,Mob,foil,Modern Horizons,NM,English,
1,Mob Rule,foil,Fate Reforged,NM,English,
1,Mogg Flunkies,,Masters 25,NM,English,
1,Mogg Flunkies,,Modern Masters 2017,NM,English,
1,"Mogis, God of Slaughter",,Born of the Gods,SP,English,
3,Moldering Karok,,Strixhaven: School of Mages,NM,English,
1,Moldgraf Millipede,,Innistrad: Crimson Vow,NM,English,
1,Molten Blast,,Zendikar Rising,NM,English,
1,Moment of Heroism,,Core Set 2020,NM,English,
1,Monastery Siege,,Commander 2017,NM,English,
1,Monk Idealist,,Commander 2015,NM,English,
1,Monk of the Open Hand,,Adventures in the Forgotten Realms,NM,English,
1,Monstrous Step,,Ikoria: Lair of Behemoths,NM,English,
1,Moonblade Shinobi,,Modern Horizons,NM,English,
1,Moonlit Scavengers,,Throne of Eldraine,NM,English,
1,Moonlit Strider,foil,Modern Masters 2015,SP,English,
2,Moonrager's Slash,,Innistrad Midnight Hunt,NM,English,
1,Moorland Inquisitor,,Core Set 2020,NM,English,
2,Mordenkainen's Polymorph,,Adventures in the Forgotten Realms,NM,English,
1,Moritte of the Frost,,Kaldheim,NM,English,
2,Morkut Behemoth,,Innistrad Midnight Hunt,NM,English,
1,Mortality Spear,,Strixhaven: School of Mages,NM,English,
1,Mortify,,Commander 2016,NM,English,
1,Mortify,,Guildpact,SP,English,
1,Moss Viper,,Theros: Beyond Death,NM,English,
2,Mosscoat Goriak,,Ikoria: Lair of Behemoths,NM,English,
3,Mother Bear,,Modern Horizons,NM,English,
1,Mothrider Patrol,,Kamigawa: Neon Dynasty,NM,English,
2,Mount Velus Manticore,,Modern Horizons 2,NM,English,
2,Mounted Dreadknight,,Innistrad Midnight Hunt,NM,English,
1,Mourning Patrol // Morning Apparition,foil,Innistrad Midnight Hunt,NM,English,
1,Mourning Patrol // Morning Apparition,,Innistrad Midnight Hunt,NM,English,
1,"Mowu, Loyal Companion",foil,War of the Spark,NM,English,
1,"Mowu, Loyal Companion",,War of the Spark,NM,English,
1,Mr. Orfeo. the Boulder (Showcase),,Streets of New Capenna,NM,English,
1,Mudbutton Torchrunner,,Modern Masters 2017,NM,English,
1,Mulch,,Innistrad: Crimson Vow,NM,English,
1,Muraganda Petroglyphs,,Time Spiral Remastered,NM,English,
3,Murasa Behemoth,,Modern Horizons,NM,English,
2,Murasa Brute,,Zendikar Rising,NM,English,
1,Murder (FNM),foil,Magic Core Set 2019,NM,English,
3,Mutual Destruction,,Ikoria: Lair of Behemoths,NM,English,
1,Mycoloth,,Commander 2016,NM,English,
1,Myr Scrapling,,Modern Horizons 2,NM,English,
1,Myriad Construct,,Zendikar Rising,NM,English,
3,Mysterious Egg,,Ikoria: Lair of Behemoths,NM,English,
1,Mystic Enforcer,,Time Spiral: Timeshifted,NM,English,
1,Mystic Redaction,,Modern Horizons 2,NM,English,
1,Mystic Repeal,,Theros: Beyond Death,NM,English,
2,Mystic Skull // Mystic Monstrosity,,Innistrad Midnight Hunt,NM,English,
1,Mythos of Illuna,foil,Ikoria: Lair of Behemoths,NM,English,
1,Mythos of Vadrok,foil,Ikoria: Lair of Behemoths,NM,English,
1,"Nael, Avizoa Aeronaut",,Dominaria United,NM,English,
2,Naga Eternal,,War of the Spark,NM,English,
1,Nahiri's Binding,,Zendikar Rising,NM,English,
3,Nahiri's Stoneblades,,War of the Spark,NM,English,
1,Nantuko Cultivator,,Modern Horizons,NM,English,
1,Nantuko Shaman,,Time Spiral Remastered,NM,English,
1,"Naomi, Pillar of Order",,Kamigawa: Neon Dynasty,NM,English,
1,Nath of the Gilt-Leaf,,Commander 2016,NM,English,
1,Natural Unity,,Conspiracy: Take the Crown,NM,English,
3,Nature's Chant,,Modern Horizons,NM,English,
1,Nature's Chant,,Modern Horizons,SP,English,
1,Nature's Embrace,,Innistrad: Crimson Vow,NM,English,
2,Nebelgast Beguiler,,Innistrad: Crimson Vow,NM,English,
4,Nebelgast Intruder,,Innistrad Midnight Hunt,NM,English,
1,Necrogenesis,,Commander 2016,NM,English,
1,Necromancer's Familiar,,Modern Horizons 2,NM,English,
1,Necropolis Regent,,Return to Ravnica,NM,English,
1,Necrosynthesis,,Innistrad Midnight Hunt,NM,English,
3,Needlethorn Drake,,Strixhaven: School of Mages,NM,English,
1,Negate,,Magic 2011,NM,English,
1,Negate,,Magic 2015 Core Set,NM,English,
1,Negate,,Dominaria United,NM,English,
1,"Neheb, the Eternal",,Hour of Devastation,NM,English,
2,Neonate's Rush,,Innistrad Midnight Hunt,NM,English,
1,Nested Shambler,,Modern Horizons 2,NM,English,
2,Neverwinter Dryad,,Adventures in the Forgotten Realms,NM,English,
1,New Horizons,,War of the Spark,NM,English,
1,New Prahv Guildmage,foil,Return to Ravnica,NM,English,
1,Nexus Wardens,,Theros: Beyond Death,NM,English,
1,Nezumi Bladeblesser,,Kamigawa: Neon Dynasty,NM,English,
1,Night's Whisper,,Eternal Masters,NM,English,
5,Nightsquad Commando,,Ikoria: Lair of Behemoths,NM,English,
2,Nimana Skitter-Sneak,,Zendikar Rising,NM,English,
2,Nimana Skydancer,,Zendikar Rising,NM,English,
1,Nimble Larcenist,,Streets of New Capenna,NM,English,
2,Nimble Mongoose,,Modern Horizons,NM,English,
1,"Nin, the Pain Artist",,Commander 2017,NM,English,
1,Ninja of the Deep Hours,,Commander 2015,NM,English,
4,Ninja of the New Moon,,Modern Horizons,NM,English,
1,Ninja's Kunai,,Kamigawa: Neon Dynasty,NM,English,
2,Nishoba Brawler,,Dominaria United,NM,English,
1,Nissa's Zendikon,,Zendikar Rising,NM,English,
3,No Escape,,War of the Spark,NM,English,
1,Notion Rain,,Guilds of Ravnica,NM,English,
1,Notorious Throng,,Morningtide,NM,German,
4,Novice Dissector,,Strixhaven: School of Mages,NM,English,
2,Novice Occultist,,Innistrad Midnight Hunt,NM,English,
1,"Novijen, Heart of Progress",,Commander 2015,NM,English,
4,Now Way Out,,Innistrad Midnight Hunt,NM,English,
1,Noxious Grasp,foil,Core Set 2020,NM,English,
4,Nurturing Presence,,Innistrad: Crimson Vow,NM,English,
1,Nylea's Disciple,,Theros,NM,English,
1,Nylea's Forerunner,,Theros: Beyond Death,NM,English,
1,Nylea's Huntmaster,,Theros: Beyond Death,NM,English,
1,Nyxborn Brute,,Theros: Beyond Death,NM,English,
1,Nyxborn Colossus,,Theros: Beyond Death,NM,English,
1,Nyxborn Courser,,Theros: Beyond Death,NM,English,
1,Nyxborn Marauder,,Theros: Beyond Death,NM,English,
2,Nyxborn Seaguard,,Theros: Beyond Death,NM,English,
1,O-Naginata,foil,DOUBLE MASTERS,NM,English,
1,Oakhame Adversary,,Throne of Eldraine,NM,English,
1,"Ob Nixilis, the Fallen",,Zendikar,NM,Japanese,
2,Ob Nixilis's Cruelty,,War of the Spark,NM,English,
1,Oblivion Ring,,Modern Masters 2015,NM,English,
2,Obscura Initiate,,Streets of New Capenna,NM,English,
1,Obscura Interceptor,,Streets of New Capenna,NM,English,
2,Obsessive Astronomer,,Innistrad Midnight Hunt,NM,English,
2,Octoprophet,,Core Set 2020,NM,English,
1,Odric's Outrider,,Innistrad Midnight Hunt,NM,English,
1,Offspring's Revenge,,Ikoria: Lair of Behemoths,NM,English,
1,Offspring's Revenge,foil,Prerelease Cards,NM,English,
4,Oggyar Battle-Seer,,Strixhaven: School of Mages,NM,English,
1,"Ognis, the Dragon's Lash (Showcase)",,Streets of New Capenna,NM,English,
2,Ogre Errant,,Throne of Eldraine,NM,English,
2,Ogre Siegebreaker,,Core Set 2020,NM,English,
1,Ojutai Exemplars,,Dragons of Tarkir,NM,English,
1,Ojutai's Command (DTK Buy-a-Box-Promo),,Dragons of Tarkir,NM,English,
1,Olivia's Dragoon,foil,Ultimate Masters,NM,English,
1,Olivia's Dragoon,,Eldritch Moon,NM,English,
5,Olivia's Midnight Ambush,,Innistrad Midnight Hunt,NM,English,
1,Omen of the Forge,,Theros: Beyond Death,NM,English,
2,Omen of the Hunt,,Theros: Beyond Death,NM,English,
1,Omen of the Sun,,Theros: Beyond Death,NM,English,
1,Omenspeaker,,Conspiracy: Take the Crown,NM,English,
1,Ominous Roost,,Innistrad Midnight Hunt,NM,English,
1,On Thin Ice,,Modern Horizons,NM,English,
1,Onakke Ogre,,Core Set 2021,NM,English,
1,Onward // Victory,,Amonkhet,NM,English,
1,Opal Palace,,Commander 2016,NM,English,
3,Opaline Unicorn,,Conspiracy: Take the Crown,NM,English,
1,Open the Omenpaths,,Kaldheim,NM,English,
1,"Orah, Skyclave Hierophant",,Zendikar Rising,NM,English,
1,Oran-Rief Hydra,foil,Battle for Zendikar,SP,English,
1,Oran-Rief Ooze,,Zendikar Rising,NM,English,
1,Orchard Elemental,,Conspiracy: Take the Crown,NM,English,
1,Orcish Cannonade,,Time Spiral Remastered,NM,English,
2,Orcish Hellraiser,,Modern Horizons,NM,English,
1,Oread of Mountain's Blaze,,Theros: Beyond Death,NM,English,
4,Organ Horder,,Innistrad Midnight Hunt,NM,English,
1,Orochi Merge-Keeper,,Kamigawa: Neon Dynasty,NM,English,
1,Orzhov Advokist,,Commander 2016,NM,English,
1,Orzhov Signet,,Commander 2016,NM,English,
1,Orzhov Signet,,Commander 2015,NM,English,
1,Otherworldy Gaze,,Innistrad Midnight Hunt,NM,English,
1,Out of the Way,,Streets of New Capenna,NM,English,
3,Outflank,,Throne of Eldraine,NM,English,
2,Outmuscle,,Throne of Eldraine,NM,English,
2,Overgrown Arch,,Strixhaven: School of Mages,NM,English,
1,Overrun,,Commander 2015,NM,English,
1,Overrun,,Conspiracy: Take the Crown,NM,English,
1,Overwhelming Denial,,Oath of the Gatewatch,NM,German,
1,"Oviya Pashiri, Sage Lifecrafter",,Kaladesh,NM,English,
5,Owlin Shieldmage,,Strixhaven: School of Mages,NM,English,
1,Pacifism,,Ikoria: Lair of Behemoths,NM,English,
1,Pacifism,,Core Set 2020,NM,English,
2,Pack Mastiff,,Core Set 2020,NM,English,
2,Pack's Betrayal,,Innistrad Midnight Hunt,NM,English,
1,Painful Truths,,Commander 2017,NM,English,
1,Paired Tactician,,Zendikar Rising,NM,English,
1,Palace Siege,,Fate Reforged,NM,English,
1,Pallid Mycoderm,,Time Spiral Remastered,NM,English,
1,Paradise Plume,,Time Spiral Remastered,NM,English,
2,Paragon of Modernity,,Streets of New Capenna,NM,English,
1,Parallax Dementia,,Nemesis,NM,English,
1,Paralyze,,Fifth Edition,NM,English,
3,Parcel Myr,,Modern Horizons 2,NM,English,
4,Patagia Tiger,,Ikoria: Lair of Behemoths,NM,English,
1,Patchwork Gnomes,,Modern Horizons 2,NM,English,
1,Path of Ancestry,,Commander 2017,NM,English,
1,Path to the Festival,,Innistrad Midnight Hunt,NM,English,
1,Pattern Matcher,,Core Set 2020,NM,English,
1,Peerless Samurai (Showcase),,Kamigawa: Neon Dynasty,NM,English,
1,Pegasus Courser,,Dominaria,NM,English,
1,Penumbra Spider,,Mondern Masters 2017,NM,English,
3,Perimeter Sergeant,,Ikoria: Lair of Behemoths,NM,English,
1,Pest Summoning,,Strixhaven: School of Mages,NM,English,
2,Pestilent Wolf,,Innistrad Midnight Hunt,NM,English,
2,Phantasmal Dreadmaw,,Modern Horizons 2,NM,English,
1,Phantasmal Dreadmaw (Showcase),,Modern Horizons 2,NM,English,
3,Phantasmal Form,,Modern Horizons,NM,English,
1,Phantom Carriage,,Innistrad Midnight Hunt,NM,English,
1,Phantom Steed,,Forgotten Realms Commander,NM,English,
1,Phase Dolphin,,Ikoria: Lair of Behemoths,NM,English,
1,Pheres-Band Brawler,,Theros: Beyond Death,NM,English,
1,Phyrexian Espionage,,Dominaria United,NM,English,
1,Phyrexian Rager,,Iconic Masters,NM,English,
1,Phyrexian Rager,,Dominaria United,NM,English,
1,Phyrexian Rebirth,,Commander 2016,NM,English,
1,Phyrexian Vivisector,,Dominaria United,NM,English,
2,Phyrexian Warhorse,,Dominaria United,NM,English,
3,Piercing Rays,,Modern Horizons 2,NM,English,
3,Pigment Storm,,Strixhaven: School of Mages,NM,English,
2,Pilfering Hawk,,Kaldheim,NM,English,
5,Pilgrim of the Ages,,Strixhaven: School of Mages,NM,English,
1,Pillar of Flame,,Acavyn Restored,SP,English,
6,Pillardrop Rescuer,,Strixhaven: School of Mages,NM,English,
4,Pillardrop Warden,,Strixhaven: School of Mages,NM,English,
1,Pious Wayfarer,,Theros: Beyond Death,NM,English,
1,Pit Keeper,,Time Spiral Remastered,NM,English,
1,Pitiless Horde,,Dragons of Tarkir,NM,English,
1,Pixie Guide (Showcase),,Adventures in the Forgotten Realms,NM,English,
